DateTime;account_no;Description;credit_debit_ind;txn_amount
2021/08/29 00:54:56.784 +02:00;KN11000000362;Cheque;D;71686.82
2021/08/29 00:54:56.784 +02:00;KN11000000363;IMPS;C;750867.2
2021/08/29 00:54:56.784 +02:00;KN11000000364;NEFT;C;59.8
2021/08/29 00:54:56.784 +02:00;KN11000000365;IMPS;C;4778.51
2021/08/29 00:54:56.784 +02:00;KN11000000366;Miscellaneous;D;1257513.27
2021/08/29 00:54:56.784 +02:00;KN11000000367;NEFT;C;25899.0
2021/08/29 00:54:56.784 +02:00;KN11000000368;Commission;D;3699.86
2021/08/29 00:54:56.784 +02:00;KN11000000369;Interest;D;0.0
2021/08/29 00:54:56.784 +02:00;KN11000000370;Miscellaneous;D;2466.57
2021/08/29 00:54:56.784 +02:00;KN11000000371;Cheque;D;19732.57
2021/08/29 00:54:56.784 +02:00;KN11000000372;Transfer;C;4.21
2021/08/29 00:54:56.784 +02:00;KN11000000373;Cheque;D;1.05
2021/08/29 00:54:56.784 +02:00;KN11000000374;Debit Card;D;0.53
2021/08/29 00:54:56.784 +02:00;KN11000000375;Miscellaneous;D;0.66
2021/08/29 00:54:56.784 +02:00;KN11000000376;Debit Card;D;0.99
2021/08/29 00:54:56.784 +02:00;KN11000000377;IMPS;D;0.98
2021/08/29 00:54:56.784 +02:00;KN11000000378;Bill;C;213.6
2021/08/29 00:54:56.784 +02:00;KN11000000379;Reversal;C;2033119.2
2021/08/29 00:54:56.784 +02:00;KN11000000380;Cash;C;260909.12
2021/08/29 00:54:56.784 +02:00;KN11000000381;Reversal;D;286780.24
2021/08/29 00:54:56.784 +02:00;KN11000000382;Interest;D;401492.34
2021/08/29 00:54:56.784 +02:00;KN11000000383;ATM;C;23090.54
2021/08/29 00:54:56.784 +02:00;KN11000000384;Transfer;C;778.81
2021/08/29 00:54:56.784 +02:00;KN11000000385;IMPS;D;232834.1
2021/08/29 00:54:56.784 +02:00;KN11000000386;Cheque;C;442.45
2021/08/29 00:54:56.784 +02:00;KN11000000387;Transfer;C;1251.0
2021/08/29 00:54:56.784 +02:00;KN11000000388;Reversal;C;8.7
2021/08/29 00:54:56.784 +02:00;KN11000000389;Commission;D;233117.79
2021/08/29 00:54:56.784 +02:00;KN11000000390;Cash;D;166512.71
2021/08/29 00:54:56.784 +02:00;KN11000000391;Miscellaneous;C;32705.0
2021/08/29 00:54:56.784 +02:00;KN11000000392;IMPS;D;147397.32
2021/08/29 00:54:56.784 +02:00;KN11000000393;Purchase;D;126340.56
2021/08/29 00:54:56.784 +02:00;KN11000000394;Bill;C;7.7
2021/08/29 00:54:56.784 +02:00;KN11000000395;ATM;C;2432.0
2021/08/29 00:54:56.784 +02:00;KN11000000396;Cheque;C;4052.17
2021/08/29 00:54:56.785 +02:00;KN11000000397;IMPS;D;76453.52
2021/08/29 00:54:56.785 +02:00;KN11000000398;Transfer;C;39.5
2021/08/29 00:54:56.785 +02:00;KN11000000399;Cash;C;1513966.0
2021/08/29 00:54:56.785 +02:00;KN11000000400;IMPS;C;412.0
2021/08/29 00:54:56.785 +02:00;KN11000000401;Transfer;D;244722.13
2021/08/29 00:54:56.785 +02:00;KN11000000402;Reversal;C;5.0
2021/08/29 00:54:56.785 +02:00;KN11000000403;Cheque;D;326297.01
2021/08/29 00:54:56.785 +02:00;KN11000000404;Reversal;C;1782155.0
2021/08/29 00:54:56.785 +02:00;KN11000000405;Transfer;C;156911.84
2021/08/29 00:54:56.785 +02:00;KN11000000406;Commission;D;357055.19
2021/08/29 00:54:56.785 +02:00;KN11000000407;Cheque;D;357055.19
2021/08/29 00:54:56.785 +02:00;KN11000000408;Bill;D;952147.18
2021/08/29 00:54:56.785 +02:00;KN11000000409;Reversal;C;2534.91
2021/08/29 00:54:56.785 +02:00;KN11000000410;Purchase;C;69855.0
2021/08/29 00:54:56.785 +02:00;KN11000000411;Reversal;C;166.34
2021/08/29 00:54:56.785 +02:00;KN11000000412;NEFT;C;8517.02
2021/08/29 00:54:56.785 +02:00;KN11000000413;Interest;C;2.0
2021/08/29 00:54:56.785 +02:00;KN11000000414;ATM;C;3.0
2021/08/29 00:54:56.785 +02:00;KN11000000415;Purchase;C;125.08
2021/08/29 00:54:56.785 +02:00;KN11000000416;Interest;C;10590.0
2021/08/29 00:54:56.785 +02:00;KN11000000417;Interest;C;596055.8
2021/08/29 00:54:56.785 +02:00;KN11000000418;Interest;C;396941.5
2021/08/29 00:54:56.785 +02:00;KN11000000419;Commission;C;21.0
2021/08/29 00:54:56.785 +02:00;KN11000000420;Tax;C;3310.9
2021/08/29 00:54:56.785 +02:00;KN11000000421;Tax;C;0.8
2021/08/29 00:54:56.785 +02:00;KN11000000422;Commission;C;98.24
2021/08/29 00:54:56.785 +02:00;KN11000000423;Reversal;C;5.5
2021/08/29 00:54:56.785 +02:00;KN11000000424;Reversal;C;10164.0
2021/08/29 00:54:56.785 +02:00;KN11000000425;Cash;D;500447.57
2021/08/29 00:54:56.785 +02:00;KN11000000426;Interest;C;382115.5
2021/08/29 00:54:56.785 +02:00;KN11000000427;Purchase;D;961451.12
2021/08/29 00:54:56.785 +02:00;KN11000000428;Interest;D;961451.13
2021/08/29 00:54:56.785 +02:00;KN11000000429;NEFT;C;1499.0
2021/08/29 00:54:56.786 +02:00;KN11000000430;Purchase;C;325.0
2021/08/29 00:54:56.786 +02:00;KN11000000431;ATM;C;766598.2
2021/08/29 00:54:56.786 +02:00;KN11000000432;Cheque;C;241951.0
2021/08/29 00:54:56.786 +02:00;KN11000000433;Commission;C;29.0
2021/08/29 00:54:56.786 +02:00;KN11000000434;Transfer;C;59175.2
2021/08/29 00:54:56.786 +02:00;KN11000000435;Reversal;D;253878.57
2021/08/29 00:54:56.786 +02:00;KN11000000436;NEFT;D;177715.0
2021/08/29 00:54:56.786 +02:00;KN11000000437;Cheque;D;228490.71
2021/08/29 00:54:56.786 +02:00;KN11000000438;Bill;D;342736.06
2021/08/29 00:54:56.786 +02:00;KN11000000439;Miscellaneous;C;1360620.25
2021/08/29 00:54:56.786 +02:00;KN11000000440;Miscellaneous;C;1.0
2021/08/29 00:54:56.786 +02:00;KN11000000441;ATM;C;26845.22
2021/08/29 00:54:56.786 +02:00;KN11000000442;RTGS;C;281.8
2021/08/29 00:54:56.786 +02:00;KN11000000443;Commission;D;483191.29
2021/08/29 00:54:56.786 +02:00;KN11000000444;IMPS;C;24.55
2021/08/29 00:54:56.786 +02:00;KN11000000445;Miscellaneous;C;6.2
2021/08/29 00:54:56.786 +02:00;KN11000000446;Cash;C;1.0
2021/08/29 00:54:56.786 +02:00;KN11000000447;Miscellaneous;D;966398.46
2021/08/29 00:54:56.786 +02:00;KN11000000448;Debit Card;D;96639.85
2021/08/29 00:54:56.786 +02:00;KN11000000449;Debit Card;C;4014.0
2021/08/29 00:54:56.786 +02:00;KN11000000450;Cheque;C;41.0
2021/08/29 00:54:56.786 +02:00;KN11000000451;Interest;D;109226.7
2021/08/29 00:54:56.786 +02:00;KN11000000452;Cash;C;0.5
2021/08/29 00:54:56.786 +02:00;KN11000000453;Debit Card;C;3398.0
2021/08/29 00:54:56.786 +02:00;KN11000000454;Bill;C;98.0
2021/08/29 00:54:56.786 +02:00;KN11000000455;Miscellaneous;D;85342.6
2021/08/29 00:54:56.786 +02:00;KN11000000456;Tax;D;68274.08
2021/08/29 00:54:56.786 +02:00;KN11000000457;IMPS;D;76808.34
2021/08/29 00:54:56.786 +02:00;KN11000000458;Debit Card;C;7032.0
2021/08/29 00:54:56.786 +02:00;KN11000000459;ATM;C;200667.0
2021/08/29 00:54:56.786 +02:00;KN11000000460;Transfer;D;372678.7
2021/08/29 00:54:56.786 +02:00;KN11000000461;Miscellaneous;D;186339.35
2021/08/29 00:54:56.786 +02:00;KN11000000462;Debit Card;C;1688438.5
2021/08/29 00:54:56.786 +02:00;KN11000000463;IMPS;D;234347.23
2021/08/29 00:54:56.786 +02:00;KN11000000464;Interest;C;194362.0
2021/08/29 00:54:56.786 +02:00;KN11000000465;Reversal;D;366958.52
2021/08/29 00:54:56.786 +02:00;KN11000000466;ATM;C;2.0
2021/08/29 00:54:56.786 +02:00;KN11000000467;Cheque;C;119.6
2021/08/29 00:54:56.786 +02:00;KN11000000468;Miscellaneous;D;209707.96
2021/08/29 00:54:56.786 +02:00;KN11000000469;Transfer;C;121.48
2021/08/29 00:54:56.786 +02:00;KN11000000470;ATM;D;179767.03
2021/08/29 00:54:56.786 +02:00;KN11000000471;RTGS;C;191.0
2021/08/29 00:54:56.786 +02:00;KN11000000472;Reversal;D;359597.73
2021/08/29 00:54:56.786 +02:00;KN11000000473;Transfer;C;452610.0
2021/08/29 00:54:56.786 +02:00;KN11000000474;Cheque;C;4916.9
2021/08/29 00:54:56.786 +02:00;KN11000000475;Cash;D;588361.18
2021/08/29 00:54:56.786 +02:00;KN11000000476;Cash;D;58836.12
2021/08/29 00:54:56.786 +02:00;KN11000000477;NEFT;C;260382.6
2021/08/29 00:54:56.786 +02:00;KN11000000478;Debit Card;C;221.0
2021/08/29 00:54:56.786 +02:00;KN11000000479;Transfer;C;545386.2
2021/08/29 00:54:56.786 +02:00;KN11000000480;Interest;D;190787.84
2021/08/29 00:54:56.786 +02:00;KN11000000481;Debit Card;D;228945.4
2021/08/29 00:54:56.786 +02:00;KN11000000482;Interest;D;91578.16
2021/08/29 00:54:56.786 +02:00;KN11000000483;RTGS;D;274734.49
2021/08/29 00:54:56.786 +02:00;KN11000000484;Interest;C;781.0
2021/08/29 00:54:56.786 +02:00;KN11000000485;Commission;C;1910.0
2021/08/29 00:54:56.786 +02:00;KN11000000486;Tax;D;110431.99
2021/08/29 00:54:56.786 +02:00;KN11000000487;Transfer;C;3.0
2021/08/29 00:54:56.786 +02:00;KN11000000488;Cash;C;22.0
2021/08/29 00:54:56.786 +02:00;KN11000000489;ATM;D;44175.3
2021/08/29 00:54:56.786 +02:00;KN11000000490;Purchase;C;413.0
2021/08/29 00:54:56.786 +02:00;KN11000000491;Reversal;D;44221.19
2021/08/29 00:54:56.786 +02:00;KN11000000492;Purchase;C;406.2
2021/08/29 00:54:56.786 +02:00;KN11000000493;Transfer;C;2056960.75
2021/08/29 00:54:56.786 +02:00;KN11000000494;Tax;D;267904.05
2021/08/29 00:54:56.786 +02:00;KN11000000495;Bill;C;45.7
2021/08/29 00:54:56.786 +02:00;KN11000000496;Cheque;C;41.33
2021/08/29 00:54:56.786 +02:00;KN11000000497;Cheque;D;306188.49
2021/08/29 00:54:56.786 +02:00;KN11000000498;Cheque;D;306188.49
2021/08/29 00:54:56.786 +02:00;KN11000000499;Purchase;C;7.0
2021/08/29 00:54:56.808 +02:00;KN11000000500;Tax;C;299.7
2021/08/29 00:54:56.808 +02:00;KN11000000501;Bill;C;7.09
2021/08/29 00:54:56.808 +02:00;KN11000000502;IMPS;C;14902.6
2021/08/29 00:54:56.808 +02:00;KN11000000503;NEFT;D;171795.43
2021/08/29 00:54:56.808 +02:00;KN11000000504;ATM;C;4.5
2021/08/29 00:54:56.808 +02:00;KN11000000505;Transfer;C;2904.55
2021/08/29 00:54:56.808 +02:00;KN11000000506;Transfer;C;884479.5
2021/08/29 00:54:56.808 +02:00;KN11000000507;IMPS;D;753917.32
2021/08/29 00:54:56.808 +02:00;KN11000000508;ATM;D;150783.46
2021/08/29 00:54:56.808 +02:00;KN11000000509;IMPS;C;5.44
2021/08/29 00:54:56.808 +02:00;KN11000000510;Debit Card;D;135705.66
2021/08/29 00:54:56.808 +02:00;KN11000000511;Tax;D;407116.98
2021/08/29 00:54:56.808 +02:00;KN11000000512;RTGS;C;88.38
2021/08/29 00:54:56.808 +02:00;KN11000000513;Bill;D;135720.39
2021/08/29 00:54:56.808 +02:00;KN11000000514;Purchase;D;75400.22
2021/08/29 00:54:56.808 +02:00;KN11000000515;Commission;D;301600.87
2021/08/29 00:54:56.808 +02:00;KN11000000516;Purchase;C;336.81
2021/08/29 00:54:56.808 +02:00;KN11000000517;RTGS;C;1602771.0
2021/08/29 00:54:56.808 +02:00;KN11000000518;Bill;C;37.63
2021/08/29 00:54:56.808 +02:00;KN11000000519;Interest;D;211638.48
2021/08/29 00:54:56.808 +02:00;KN11000000520;Miscellaneous;C;534922.0
2021/08/29 00:54:56.808 +02:00;KN11000000521;Bill;C;2008229.8
2021/08/29 00:54:56.808 +02:00;KN11000000522;Commission;C;2900.0
2021/08/29 00:54:56.808 +02:00;KN11000000523;Cash;D;1059789.91
2021/08/29 00:54:56.808 +02:00;KN11000000524;ATM;D;397421.22
2021/08/29 00:54:56.808 +02:00;KN11000000525;IMPS;D;397421.22
2021/08/29 00:54:56.808 +02:00;KN11000000526;Commission;D;340646.76
2021/08/29 00:54:56.808 +02:00;KN11000000527;Commission;D;204388.05
2021/08/29 00:54:56.808 +02:00;KN11000000528;Reversal;C;245.0
2021/08/29 00:54:56.808 +02:00;KN11000000529;Transfer;D;204415.28
2021/08/29 00:54:56.808 +02:00;KN11000000530;Cash;C;1751873.5
2021/08/29 00:54:56.808 +02:00;KN11000000531;Miscellaneous;D;846798.93
2021/08/29 00:54:56.808 +02:00;KN11000000532;Debit Card;D;423399.46
2021/08/29 00:54:56.808 +02:00;KN11000000533;Bill;D;2116997.32
2021/08/29 00:54:56.808 +02:00;KN11000000534;Reversal;C;2662.99
2021/08/29 00:54:56.808 +02:00;KN11000000535;Debit Card;D;380.43
2021/08/29 00:54:56.808 +02:00;KN11000000536;Bill;C;199807.0
2021/08/29 00:54:56.808 +02:00;KN11000000537;Cheque;C;170.0
2021/08/29 00:54:56.808 +02:00;KN11000000538;ATM;C;16689.37
2021/08/29 00:54:56.808 +02:00;KN11000000539;Purchase;C;16.91
2021/08/29 00:54:56.808 +02:00;KN11000000540;RTGS;D;31280.83
2021/08/29 00:54:56.808 +02:00;KN11000000541;Cheque;C;2422.57
2021/08/29 00:54:56.808 +02:00;KN11000000542;Debit Card;D;31684.6
2021/08/29 00:54:56.808 +02:00;KN11000000543;Purchase;D;17602.55
2021/08/29 00:54:56.808 +02:00;KN11000000544;Transfer;C;8939.69
2021/08/29 00:54:56.808 +02:00;KN11000000545;NEFT;C;254614.97
2021/08/29 00:54:56.808 +02:00;KN11000000546;Debit Card;D;134791.7
2021/08/29 00:54:56.808 +02:00;KN11000000547;RTGS;D;67395.85
2021/08/29 00:54:56.808 +02:00;KN11000000548;Cash;D;25273.44
2021/08/29 00:54:56.808 +02:00;KN11000000549;Miscellaneous;D;35382.82
2021/08/29 00:54:56.808 +02:00;KN11000000550;IMPS;D;28306.26
2021/08/29 00:54:56.808 +02:00;KN11000000551;Miscellaneous;C;18.93
2021/08/29 00:54:56.808 +02:00;KN11000000552;Transfer;C;27.0
2021/08/29 00:54:56.808 +02:00;KN11000000553;Cash;C;218.61
2021/08/29 00:54:56.808 +02:00;KN11000000554;Bill;C;5.0
2021/08/29 00:54:56.808 +02:00;KN11000000555;Cash;D;56747.28
2021/08/29 00:54:56.808 +02:00;KN11000000556;Interest;D;6305.25
2021/08/29 00:54:56.808 +02:00;KN11000000557;Bill;C;2076465.0
2021/08/29 00:54:56.808 +02:00;KN11000000558;IMPS;C;3019.2
2021/08/29 00:54:56.808 +02:00;KN11000000559;Purchase;C;74.0
2021/08/29 00:54:56.808 +02:00;KN11000000560;Commission;C;57.0
2021/08/29 00:54:56.808 +02:00;KN11000000561;Purchase;C;1360195.8
2021/08/29 00:54:56.808 +02:00;KN11000000562;Transfer;D;387805.89
2021/08/29 00:54:56.808 +02:00;KN11000000563;Cheque;C;13799.14
2021/08/29 00:54:56.808 +02:00;KN11000000564;ATM;C;794307.0
2021/08/29 00:54:56.808 +02:00;KN11000000565;Interest;D;488819.16
2021/08/29 00:54:56.808 +02:00;KN11000000566;Cash;C;479.4
2021/08/29 00:54:56.808 +02:00;KN11000000567;Commission;D;427776.69
2021/08/29 00:54:56.808 +02:00;KN11000000568;Miscellaneous;D;499072.81
2021/08/29 00:54:56.808 +02:00;KN11000000569;Commission;D;277262.67
2021/08/29 00:54:56.808 +02:00;KN11000000570;NEFT;D;2218101.35
2021/08/29 00:54:56.808 +02:00;KN11000000571;Bill;C;1.03
2021/08/29 00:54:56.808 +02:00;KN11000000572;Reversal;C;1687673.0
2021/08/29 00:54:56.808 +02:00;KN11000000573;Debit Card;D;337534.81
2021/08/29 00:54:56.808 +02:00;KN11000000574;Reversal;D;135013.92
2021/08/29 00:54:56.808 +02:00;KN11000000575;Cash;D;135013.92
2021/08/29 00:54:56.808 +02:00;KN11000000576;Cheque;C;22879.0
2021/08/29 00:54:56.808 +02:00;KN11000000577;Reversal;D;220598.08
2021/08/29 00:54:56.808 +02:00;KN11000000578;Cash;D;126056.04
2021/08/29 00:54:56.808 +02:00;KN11000000579;NEFT;D;126056.04
2021/08/29 00:54:56.808 +02:00;KN11000000580;NEFT;D;63028.02
2021/08/29 00:54:56.808 +02:00;KN11000000581;Miscellaneous;D;141813.05
2021/08/29 00:54:56.808 +02:00;KN11000000582;RTGS;D;47271.02
2021/08/29 00:54:56.808 +02:00;KN11000000583;IMPS;D;126056.04
2021/08/29 00:54:56.808 +02:00;KN11000000584;NEFT;C;161255.2
2021/08/29 00:54:56.808 +02:00;KN11000000585;IMPS;C;39643.0
2021/08/29 00:54:56.808 +02:00;KN11000000586;Tax;C;1801.68
2021/08/29 00:54:56.808 +02:00;KN11000000587;Tax;D;151603.99
2021/08/29 00:54:56.808 +02:00;KN11000000588;Commission;C;6.0
2021/08/29 00:54:56.808 +02:00;KN11000000589;Bill;C;329.1
2021/08/29 00:54:56.808 +02:00;KN11000000590;Transfer;D;303543.08
2021/08/29 00:54:56.808 +02:00;KN11000000591;Interest;C;37039.8
2021/08/29 00:54:56.808 +02:00;KN11000000592;Tax;D;37039.8
2021/08/29 00:54:56.808 +02:00;KN11000000593;IMPS;C;243467.5
2021/08/29 00:54:56.808 +02:00;KN11000000594;Bill;C;825841.5
2021/08/29 00:54:56.808 +02:00;KN11000000595;Tax;D;118812.11
2021/08/29 00:54:56.808 +02:00;KN11000000596;RTGS;C;23474.4
2021/08/29 00:54:56.808 +02:00;KN11000000597;Interest;C;486.0
2021/08/29 00:54:56.808 +02:00;KN11000000598;Commission;C;132780.5
2021/08/29 00:54:56.808 +02:00;KN11000000599;Cheque;C;54.0
2021/08/29 00:54:56.808 +02:00;KN11000000600;Reversal;C;421.0
2021/08/29 00:54:56.808 +02:00;KN11000000601;Cheque;C;7.75
2021/08/29 00:54:56.808 +02:00;KN11000000602;Transfer;C;47.2
2021/08/29 00:54:56.808 +02:00;KN11000000603;IMPS;D;184627.96
2021/08/29 00:54:56.808 +02:00;KN11000000604;IMPS;C;1.66
2021/08/29 00:54:56.808 +02:00;KN11000000605;ATM;C;43.0
2021/08/29 00:54:56.808 +02:00;KN11000000606;Debit Card;C;6.6
2021/08/29 00:54:56.808 +02:00;KN11000000607;Cheque;C;9881.0
2021/08/29 00:54:56.808 +02:00;KN11000000608;RTGS;D;466536.02
2021/08/29 00:54:56.808 +02:00;KN11000000609;Cheque;C;2945.5
2021/08/29 00:54:56.808 +02:00;KN11000000610;Transfer;D;46948.15
2021/08/29 00:54:56.808 +02:00;KN11000000611;Miscellaneous;D;84506.67
2021/08/29 00:54:56.808 +02:00;KN11000000612;Interest;D;338026.7
2021/08/29 00:54:56.808 +02:00;KN11000000613;ATM;C;510.6
2021/08/29 00:54:56.808 +02:00;KN11000000614;Commission;D;102.12
2021/08/29 00:54:56.808 +02:00;KN11000000615;Tax;D;68.08
2021/08/29 00:54:56.808 +02:00;KN11000000616;Purchase;C;288.88
2021/08/29 00:54:56.808 +02:00;KN11000000617;Debit Card;D;69.92
2021/08/29 00:54:56.808 +02:00;KN11000000618;Interest;C;1615027.5
2021/08/29 00:54:56.808 +02:00;KN11000000619;Cheque;D;807793.43
2021/08/29 00:54:56.808 +02:00;KN11000000620;NEFT;C;23.0
2021/08/29 00:54:56.808 +02:00;KN11000000621;Cheque;C;201.71
2021/08/29 00:54:56.808 +02:00;KN11000000622;Bill;C;54630.0
2021/08/29 00:54:56.808 +02:00;KN11000000623;Cheque;C;2695.04
2021/08/29 00:54:56.808 +02:00;KN11000000624;NEFT;C;38.0
2021/08/29 00:54:56.808 +02:00;KN11000000625;ATM;C;205.0
2021/08/29 00:54:56.808 +02:00;KN11000000626;Miscellaneous;D;432793.09
2021/08/29 00:54:56.808 +02:00;KN11000000627;Purchase;C;3.6
2021/08/29 00:54:56.808 +02:00;KN11000000628;Commission;D;108199.17
2021/08/29 00:54:56.808 +02:00;KN11000000629;Cash;D;64919.5
2021/08/29 00:54:56.808 +02:00;KN11000000630;Interest;C;1638148.5
2021/08/29 00:54:56.808 +02:00;KN11000000631;Tax;C;313.7
2021/08/29 00:54:56.808 +02:00;KN11000000632;Debit Card;D;949070.11
2021/08/29 00:54:56.808 +02:00;KN11000000633;Bill;D;189814.02
2021/08/29 00:54:56.808 +02:00;KN11000000634;ATM;C;12433.0
2021/08/29 00:54:56.808 +02:00;KN11000000635;RTGS;C;549535.0
2021/08/29 00:54:56.808 +02:00;KN11000000636;RTGS;D;220204.02
2021/08/29 00:54:56.808 +02:00;KN11000000637;ATM;C;1.0
2021/08/29 00:54:56.808 +02:00;KN11000000638;Tax;D;1101021.08
2021/08/29 00:54:56.808 +02:00;KN11000000639;ATM;C;6.14
2021/08/29 00:54:56.808 +02:00;KN11000000640;Miscellaneous;C;2148.7
2021/08/29 00:54:56.808 +02:00;KN11000000641;Commission;D;359.14
2021/08/29 00:54:56.808 +02:00;KN11000000642;Tax;D;199.52
2021/08/29 00:54:56.808 +02:00;KN11000000643;Debit Card;C;29131.08
2021/08/29 00:54:56.808 +02:00;KN11000000644;Bill;C;452.27
2021/08/29 00:54:56.808 +02:00;KN11000000645;RTGS;C;36.29
2021/08/29 00:54:56.808 +02:00;KN11000000646;Cheque;C;254534.06
2021/08/29 00:54:56.808 +02:00;KN11000000647;Tax;C;509.2
2021/08/29 00:54:56.808 +02:00;KN11000000648;Bill;D;286259.08
2021/08/29 00:54:56.808 +02:00;KN11000000649;Purchase;C;23.0
2021/08/29 00:54:56.808 +02:00;KN11000000650;Tax;D;4.6
2021/08/29 00:54:56.808 +02:00;KN11000000651;Debit Card;C;27637.7
2021/08/29 00:54:56.808 +02:00;KN11000000652;Commission;C;550677.0
2021/08/29 00:54:56.808 +02:00;KN11000000653;Interest;D;57833.31
2021/08/29 00:54:56.808 +02:00;KN11000000654;Commission;C;1606.0
2021/08/29 00:54:56.808 +02:00;KN11000000655;ATM;D;104421.16
2021/08/29 00:54:56.808 +02:00;KN11000000656;NEFT;C;11675.5
2021/08/29 00:54:56.808 +02:00;KN11000000657;Reversal;D;47706.68
2021/08/29 00:54:56.808 +02:00;KN11000000658;Tax;C;1972385.5
2021/08/29 00:54:56.808 +02:00;KN11000000659;IMPS;C;1860241.25
2021/08/29 00:54:56.808 +02:00;KN11000000660;Miscellaneous;C;12.02
2021/08/29 00:54:56.808 +02:00;KN11000000661;RTGS;D;4214292.22
2021/08/29 00:54:56.808 +02:00;KN11000000662;Cheque;C;53.75
2021/08/29 00:54:56.808 +02:00;KN11000000663;IMPS;C;218786.5
2021/08/29 00:54:56.808 +02:00;KN11000000664;Bill;D;43768.05
2021/08/29 00:54:56.808 +02:00;KN11000000665;Cheque;D;87536.1
2021/08/29 00:54:56.808 +02:00;KN11000000666;Purchase;D;10942.01
2021/08/29 00:54:56.808 +02:00;KN11000000667;Interest;C;16.0
2021/08/29 00:54:56.808 +02:00;KN11000000668;Cheque;D;9576.26
2021/08/29 00:54:56.808 +02:00;KN11000000669;Interest;C;30.2
2021/08/29 00:54:56.808 +02:00;KN11000000670;NEFT;D;33532.02
2021/08/29 00:54:56.808 +02:00;KN11000000671;Bill;D;4191.5
2021/08/29 00:54:56.808 +02:00;KN11000000672;ATM;D;5868.1
2021/08/29 00:54:56.808 +02:00;KN11000000673;Bill;D;2934.05
2021/08/29 00:54:56.808 +02:00;KN11000000674;NEFT;D;10269.19
2021/08/29 00:54:56.808 +02:00;KN11000000675;Interest;D;1711.53
2021/08/29 00:54:56.808 +02:00;KN11000000676;Bill;C;29382.9
2021/08/29 00:54:56.808 +02:00;KN11000000677;Purchase;D;7588.11
2021/08/29 00:54:56.808 +02:00;KN11000000678;Cheque;D;10117.48
2021/08/29 00:54:56.808 +02:00;KN11000000679;Debit Card;D;6744.99
2021/08/29 00:54:56.808 +02:00;KN11000000680;Cheque;C;1573826.0
2021/08/29 00:54:56.808 +02:00;KN11000000681;NEFT;C;92612.0
2021/08/29 00:54:56.808 +02:00;KN11000000682;Debit Card;C;7.0
2021/08/29 00:54:56.808 +02:00;KN11000000683;Commission;C;1929475.25
2021/08/29 00:54:56.808 +02:00;KN11000000684;Debit Card;D;1203136.74
2021/08/29 00:54:56.808 +02:00;KN11000000685;IMPS;C;788.0
2021/08/29 00:54:56.808 +02:00;KN11000000686;Cash;C;2.34
2021/08/29 00:54:56.808 +02:00;KN11000000687;Cheque;C;8285.1
2021/08/29 00:54:56.808 +02:00;KN11000000688;RTGS;D;2415348.92
2021/08/29 00:54:56.808 +02:00;KN11000000689;Cheque;C;59.1
2021/08/29 00:54:56.808 +02:00;KN11000000690;Interest;C;15055.9
2021/08/29 00:54:56.808 +02:00;KN11000000691;Reversal;C;480.0
2021/08/29 00:54:56.808 +02:00;KN11000000692;Purchase;D;3119.0
2021/08/29 00:54:56.808 +02:00;KN11000000693;Interest;D;3119.0
2021/08/29 00:54:56.808 +02:00;KN11000000694;Cash;C;4051.85
2021/08/29 00:54:56.808 +02:00;KN11000000695;Commission;C;554924.2
2021/08/29 00:54:56.808 +02:00;KN11000000696;Reversal;C;164.0
2021/08/29 00:54:56.808 +02:00;KN11000000697;NEFT;C;2648.0
2021/08/29 00:54:56.808 +02:00;KN11000000698;Commission;D;114229.01
2021/08/29 00:54:56.808 +02:00;KN11000000699;Miscellaneous;D;65273.72
2021/08/29 00:54:56.808 +02:00;KN11000000700;Reversal;C;19.6
2021/08/29 00:54:56.808 +02:00;KN11000000701;Bill;C;48.0
2021/08/29 00:54:56.808 +02:00;KN11000000702;Bill;D;195854.96
2021/08/29 00:54:56.808 +02:00;KN11000000703;Cheque;C;58.0
2021/08/29 00:54:56.808 +02:00;KN11000000704;Transfer;C;1366820.0
2021/08/29 00:54:56.808 +02:00;KN11000000705;Cash;D;156273.3
2021/08/29 00:54:56.808 +02:00;KN11000000706;Cash;C;159509.0
2021/08/29 00:54:56.808 +02:00;KN11000000707;Cash;C;11.36
2021/08/29 00:54:56.809 +02:00;KN11000000708;Purchase;D;260996.67
2021/08/29 00:54:56.809 +02:00;KN11000000709;Debit Card;C;3.5
2021/08/29 00:54:56.809 +02:00;KN11000000710;RTGS;C;250972.0
2021/08/29 00:54:56.809 +02:00;KN11000000711;Commission;D;1555958.85
2021/08/29 00:54:56.809 +02:00;KN11000000712;Reversal;C;249.7
2021/08/29 00:54:56.809 +02:00;KN11000000713;ATM;C;305.7
2021/08/29 00:54:56.809 +02:00;KN11000000714;Reversal;C;2532.37
2021/08/29 00:54:56.809 +02:00;KN11000000715;Commission;C;710.3
2021/08/29 00:54:56.809 +02:00;KN11000000716;Debit Card;C;304837.0
2021/08/29 00:54:56.809 +02:00;KN11000000717;Tax;C;1550760.8
2021/08/29 00:54:56.809 +02:00;KN11000000718;Debit Card;D;265627.98
2021/08/29 00:54:56.809 +02:00;KN11000000719;ATM;D;177085.32
2021/08/29 00:54:56.809 +02:00;KN11000000720;Bill;C;254.0
2021/08/29 00:54:56.809 +02:00;KN11000000721;Bill;C;3.79
2021/08/29 00:54:56.809 +02:00;KN11000000722;Interest;D;283388.07
2021/08/29 00:54:56.809 +02:00;KN11000000723;Reversal;C;738753.2
